participant_id,maxpay,maxfare_1,maxfare_2,maxfare_3,maxfare_4,maxfare_5,maxfare_7,conf_right,conf_safetech,conf_safe,supportl_dv_1,supportl_dv_2,supportl_dv_3,supportl_dv_4,supportl_dv_5,supportl_dv_6,acc_blame_programmer,acc_blame_company,acc_blame_govt,acc_blame_other,acc_blame_other_text,reg_focus_safety,reg_focus_innovation,reg_focus_other,reg_focus_other_text,company_purchase_rank_1,company_purchase_rank_2,company_purchase_rank_3,company_purchase_rank_4,company_purchase_rank_5,company_purchase_rank_6,company_purchase_rank_7,opinions,future,you_alone,friends_alone,family_alone,stranger_alone,you_pass,friends_pass,family_pass,stranger_pass,benefits_oe,risks_oe,media,drive,taxi,publictransit,bike,attn2,firstmover_1,firstmover_2,firstmover_3,firstmover_4,firstmover_5,firstmover_6r,race,edu,status,Employment.Status,Sex,Country.of.Birth,First.Language,Ethnicity..Simplified.,Current.Country.of.Residence,Student.Status,Nationality
5d6fbd3f9ba41b0018d20082,40000,9,10,6,20,4,2,Very confident,Completely confident,Completely confident,Strongly agree,Strongly agree,Somewhat agree,Disagree,Agree,Strongly agree,91,0,9,0,,80,20,0,,1,2,5,3,7,6,4,The government,Within 5-10 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,safer cheaper smoother,bad programming errors ethical dilemmas ,Within the past month,A few times per week,Less than once a year,Less than once a year,A few times per week,A few times a year,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,White,4 year degree,7th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5d70366ab5f5ef001796e227,47000,10,9,4,20,4,4,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,35,35,13,17,,100,0,0,,1,3,2,4,5,7,6,Experts in technology,Within 10-20 years,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,"Less accidents, environmetnally friendly, no distracted driving","no human driver, safety, cost",Within the past month,Daily,Never,Never,Daily,A few times a year,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Agree,White,2 year degree,6th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,United States,No,United States
5d71b08b11591c00012745f9,40000,4,1,1,20,2,1,Not very confident,Somewhat confident,Not very confident,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,82,8,10,0,,78,22,0,,1,2,3,4,5,6,7,Experts in technology,Within 10-20 years,Slightly uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,freeing up time,"accidents, hacking, EMP",Within the past month,Daily,Once a month,A few times each month,A few times per week,A few times a year,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Asian,4 year degree,8th Rung,Full-Time,Male,United States,English,Asian,United States,No,United States
5d730005f8d3110018849c01,35000,13,5,10,20,3,2,Very confident,Somewhat confident,Somewhat confident,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,74,14,12,0,,55,30,15,,1,7,2,3,4,6,5,Experts in technology,Within 5-10 years,Moderately uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Moderately comfortable,Slightly comfortable,less human error,computer will malfunction.,Within the past year,A few times each month,Less than once a year,Less than once a year,A few times each month,A few times a year,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,White,High school graduate,5th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,United States,No,United States
5d734121d169f0001706ef8f,37185,10,4,10,20,4,4,Somewhat confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,45,10,45,0,,91,9,0,,7,4,1,2,3,5,6,Experts in ethics and social problems,Within 10-20 years,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Slightly comfortable,"convenience, focus, safety","safety, expense, malfunction",Within the past year,Daily,A few times a year,A few times a year,A few times per week,A few times a year,Disagree,Somewhat agree,Disagree,Agree,Agree,Agree,White,4 year degree,8th Rung,Full-Time,Female,United States,English,White,United States,No,United States
5d73f72be689da001b256c62,45000,13,10,12,20,9,7,Somewhat confident,Not very confident,Not very confident,Somewhat disagree,Somewhat disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,57,36,7,0,,80,20,0,,5,4,1,7,6,3,2,Experts in technology,Within 10-20 years,Moderately uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Extremely uncomfortable,Stop -drunk -driving,no- control -error,I have never seen anything about autonomous vehicles,Daily,A few times a year,Less than once a year,Daily,A few times a year,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Agree,Black or African American,Some college,6th Rung,Part-Time,Female,United States,English,Black,United States,No,United States
5d75d523515c8b0001ed0e2e,50000,15,10,5,20,10,8,Not confident at all,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,70,30,0,0,,80,10,10,,1,3,2,4,5,7,6,Experts in technology,Within 10-20 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Extremely comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,"Safty, convience, cost","possible outlawing of manual driving, taking logistic jobs, computer errors leading to death",Within the past month,Daily,Never,Never,A few times a year,A few times a year,Strongly disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,White,Professional degree,5th Rung,Unemployed (and job seeking),Male,United States,English,White,United States,No,United States
5d76714e4f93a20019325eeb,40000,11,14,12,20,8,6,Somewhat confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,50,50,0,0,,91,9,0,,3,2,1,6,7,5,4,The autonomous vehicle companies themselves,Within 5-10 years,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,anyone can drive,anyone can drive,Within the past few months,Daily,Never,Never,Less than once a year,A few times a year,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,White,High school graduate,7th Rung,Part-Time,Female,United States,English,White,United States,No,United States
5d786510dce93b00182ab480,40000,13,14,10,20,10,5,Not very confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,61,39,0,0,,80,20,0,,2,7,4,3,1,6,5,Experts in technology,Within 10-20 years,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,"freedom, stressfree, comfort","safety, risk, laziness",I have never seen anything about autonomous vehicles,Daily,A few times a year,A few times a year,Once a month,A few times a year,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,White,Professional degree,6th Rung,Full-Time,Female,United States,English,White,United States,No,United States
5d7cde267ec29c001af05507,20000,10,15,5,20,10,3,Not confident at all,Somewhat confident,Not very confident,Disagree,Somewhat disagree,Somewhat disagree,Agree,Disagree,Strongly disagree,50,50,0,0,,100,0,0,,2,1,3,7,4,6,5,Experts in ethics and social problems,Within 10-20 years,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,good for disabled,"safety, maintenance, malfunctions",Within the past month,Daily,Less than once a year,A few times a year,A few times per week,A few times a year,Neither agree nor disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Disagree,Other,Professional degree,3rd Rung,Unemployed (and job seeking),Female,United States,English,Other,United States,No,United States
5d80fe96b3e91e0016736508,25000,26,9,20,20,10,15,Very confident,Somewhat confident,Very confident,Agree,Neither agree nor disagree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,32,21,28,19,,31,59,10,,3,7,4,1,2,5,6,The government,Within 10-20 years,Extremely comfortable,Slightly comfortable,Slightly comfortable,Moderately comfortable,Neither comfortable nor uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,The biggest deal is you saving money on gas.,I dont see any risk.,I have never seen anything about autonomous vehicles,Never,A few times each month,A few times each month,A few times per week,A few times a year,Agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,Disagree,Black or African American,High school graduate,3rd Rung,Unemployed (and job seeking),Male,United States,English,Black,United States,No,United States
5d811bc0c06b21000165044e,35000,11,10,0,20,0,3,Not very confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,35,65,0,0,,70,30,0,,2,3,1,4,5,7,6,Experts in technology,Within 20-50 years,Moderately comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Don't have to drive ,Would it be safe,Within the past few months,A few times per week,Once a month,Daily,A few times per week,A few times a year,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Black or African American,2 year degree,7th Rung,Full-Time,Male,United States,English,Black,United States,No,United States
5d82e954e5013200011e6c27,0,0,0,0,20,0,0,Not very confident,Not confident at all,Not confident at all,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,25,5,70,0,,100,0,0,,1,3,2,5,4,6,7,The general public,Within 10-20 years,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,Extremely uncomfortable,It could take over if the driver was in distress ,It could fail ,Within the past few months,Daily,Never,Never,Never,A few times each month,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,White,Some college,4th Rung,Full-Time,Female,United States,English,White,United States,No,United States
5d83d1be8cb981001a54dd53,50000,15,5,1,20,5,3,Not very confident,Somewhat confident,Somewhat confident,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,30,30,10,30,Any humans involved in the incident,80,20,0,,1,4,3,2,7,6,5,Experts in technology,Within 5-10 years,Moderately comfortable,Moderately comfortable,Slightly comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Safer than humans,Susceptible to hackers,Within the past year,Never,Less than once a year,Less than once a year,A few times each month,A few times a year,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Hispanic or Latinx,Some college,6th Rung,Unemployed (and job seeking),Male,Colombia,Spanish,White,United States,No,Colombia
5d83dba73dfcaa0019a3125f,40000,20,15,20,20,15,15,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,55,35,10,0,,60,40,0,,1,3,2,5,4,6,7,Experts in technology,Within 20-50 years,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,"Time, Emissions, Safety","Malfunctions, Hacking, Accidents",Within the past year,A few times per week,A few times a year,A few times a year,Daily,A few times a year,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,White,4 year degree,5th Rung,Full-Time,Female,United States,English,White,United States,No,United States
5d86e68686fee90001c35d8c,27000,10,8,8,20,8,1,Not very confident,Somewhat confident,Somewhat confident,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,42,58,0,0,,100,0,0,,1,5,2,6,7,3,4,Experts in technology,Within 10-20 years,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Lake of stress,"Crashes, killing people",Within the past few months,Daily,A few times a year,Less than once a year,A few times a year,A few times a year,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Agree,White,4 year degree,5th Rung,Full-Time,Female,United States,English,White,United States,No,Ireland
5d8a1d20d1afcb0019d7390b,30000,10,9,10,20,8,5,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,63,28,9,0,,65,35,0,,3,2,1,7,5,4,6,The autonomous vehicle companies themselves,Within 5-10 years,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,order safety relaxation,glitches errors humans,Within the past month,A few times per week,A few times a year,Less than once a year,A few times per week,A few times a year,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,White,Professional degree,5th Rung,Part-Time,Male,United States,English,White,United States,No,United States
5d924b1fc48e5f0017ad2579,30000,5,6,3,20,5,2,Somewhat confident,Completely confident,Very confident,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,38,43,19,0,,90,10,0,,1,7,5,3,2,4,6,The general public,Within the next 5 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,cheaper public transportation,people losing jobs,Within the past week,A few times per week,Less than once a year,A few times a year,A few times each month,A few times a year,Agree,Somewhat agree,Agree,Disagree,Disagree,Somewhat disagree,White,High school graduate,5th Rung,Full-Time,Male,United States,English,White,United States,No,United States
5d9373b0e04970001ab482da,40000,12,8,7,20,5,2,Very confident,Very confident,Very confident,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,5,95,0,0,,85,15,0,,2,3,1,5,4,6,7,Experts in technology,Within 5-10 years,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,Extremely comfortable,"Safe, economical, accessible","Hacking, malfunction, ethics",Within the past few months,Once a month,A few times per week,Daily,A few times each month,A few times a year,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,White,4 year degree,5th Rung,Full-Time,Female,United States,English,White,United States,No,United States
5d974512cb19b600164e21a9,25000,10,12,5,20,3,1,Somewhat confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,0,0,0,100,I would have to know the circumstances of the accident before assigning blame.,81,19,0,,3,5,4,1,2,7,6,The general public,Within the next 5 years,Slightly comfortable,Slightly comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,drunk driving elimination,unsafe to others,Within the past few months,A few times per week,Less than once a year,Less than once a year,A few times a year,A few times a year,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,White,Some college,7th Rung,Other,Female,United States,English,White,United States,No,United States
5d9b7fdf1abbe700174a072c,45000,6,8,5,20,4,4,Not very confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,49,33,18,0,,90,10,0,,3,1,2,5,4,7,6,Experts in technology,Within 5-10 years,Moderately uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Extremely uncomfortable,Slightly uncomfortable,eliminate driver distractions,unsafe technology measures ,Within the past few months,Daily,Less than once a year,Less than once a year,Less than once a year,A few times a year,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Agree,White,2 year degree,6th Rung,Full-Time,Female,United States,English,White,United States,No,United States
5da0a1d4306a2f001961d205,25000,10,6,9,20,5,2,Not confident at all,Not very confident,Not confident at all,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,29,41,30,0,,70,30,0,,4,2,1,7,3,6,5,The general public,Within 20-50 years,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Neither comfortable nor uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Slightly uncomfortable,"convenience, comfort, availability","safety, accidents, apathy",Within the past few months,Daily,Once a month,Never,A few times each month,A few times a year,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Agree,White,4 year degree,8th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Female,United States,English,White,United States,No,United States
5da253ba8de54100187fa925,27.23,22,17,22,20,40,19,Very confident,Very confident,Very confident,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,72,28,0,0,,94,6,0,,2,3,1,6,7,5,4,The government,Within 5-10 years,Slightly comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Safety confident confortable,Thecnology autonomy lost,Within the past few months,A few times per week,A few times a year,A few times a year,A few times each month,A few times a year,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Hispanic or Latinx,4 year degree,4th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,"Venezuela, Bolivarian Republic of",NA,White,United States,No,"Venezuela, Bolivarian Republic of"
5da787068af00600118fe431,40000,15,15,5,20,10,3,Not very confident,Somewhat confident,Somewhat confident,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat disagree,50,25,25,0,,65,35,0,,1,4,5,2,3,7,6,Experts in ethics and social problems,Within 10-20 years,Slightly uncomfortable,Slightly comfortable,Slightly comfortable,Slightly uncomfortable,Slightly comfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly uncomfortable,no traffic jams,"safety, pedistrians, safety",Within the past few months,Once a month,A few times per week,A few times per week,A few times each month,A few times a year,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,"Black or African American,American Indian or Alaska Native,Asian",4 year degree,8th Rung,Due to start a new job within the next month,Female,United States,English,Black,United States,No,United States
5da812b2e627d7001017ae7d,20000,11,8,6,20,4,3,Somewhat confident,Somewhat confident,Very confident,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Agree,Somewhat disagree,40,40,20,0,,70,20,10,,1,7,2,4,6,3,5,Experts in technology,Within 10-20 years,Moderately comfortable,Slightly comfortable,Slightly comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Extremely comfortable,Moderately comfortable,Safer without humans,Dilemmas in accidents,Within the past month,Daily,A few times a year,Never,Once a month,A few times a year,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Asian,Some college,4th Rung,Part-Time,Male,United States,English,Asian,United States,Yes,United States
5daf8e43c51a83001231e469,49000,37,27,23,20,27,31,Very confident,Somewhat confident,Not very confident,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,46,21,25,8,anyone who influenced the decision,87,13,0,,7,4,1,3,2,5,6,The general public,Within 20-50 years,Slightly uncomfortable,Extremely comfortable,Slightly uncomfortable,Slightly uncomfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,"transportation, innovating, productivity",Accidents. Loss. Death.,Within the past week,Daily,A few times per week,Once a month,A few times each month,A few times a year,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Hispanic or Latinx,Doctorate,3rd Rung,,Male,United States,English,White,,No,United States
5dafe439670a30001634eaa0,20000,7,7,5,20,3,5,Not very confident,Somewhat confident,Somewhat confident,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,40,40,20,0,,70,30,0,,1,6,2,7,3,4,5,The general public,Within 5-10 years,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,"safety, innovation, and efficiency","safety, gps, and AI",Within the past few months,A few times per week,Never,Less than once a year,Daily,A few times a year,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,White,Some college,7th Rung,Part-Time,Male,United States,English,White,,Yes,United States
5db6f5c8c5ffeb000ac7cfb2,30000,8,4,5,20,3,1,Not very confident,Somewhat confident,Somewhat confident,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,36,49,15,0,,93,7,0,,2,5,3,4,1,6,7,Experts in technology,Within 5-10 years,Slightly uncomfortable,Neither comfortable nor uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,"easy, safe, cheap over time","ethics, safety record",Within the past few months,Daily,Less than once a year,Less than once a year,Once a month,A few times a year,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Asian,4 year degree,4th Rung,Other,Female,United States,Chinese,Asian,United States,No,United States
5db7cadcee586d000c8af802,25000,7,5,5,20,2,1,Very confident,Very confident,Very confident,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,15,80,5,0,,50,50,0,,1,5,4,3,2,7,6,Experts in technology,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,fewer accidents,"ethical dilemma, malfunctions",Within the past week,A few times per week,A few times a year,A few times a year,A few times each month,A few times a year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,White,4 year degree,7th Rung,Other,Male,United States,English,White,,No,United States
5db8f7199e4388000db3d457,40000,18,21,10,20,10,2,Not confident at all,Not very confident,Not very confident,Disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Disagree,71,29,0,0,,80,20,0,,1,4,5,3,2,6,7,Experts in technology,Within 5-10 years,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,"hands-free, new technology","accidents, lack control",I have never seen anything about autonomous vehicles,A few times per week,A few times a year,Daily,Daily,A few times a year,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,White,High school graduate,6th Rung,Unemployed (and job seeking),Female,United States,English,White,United States,Yes,United States
5dbcab257d3d3625a70a80b1,60000,20,30,10,20,10,4,Very confident,Somewhat confident,Somewhat confident,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,43,32,25,0,,63,37,0,,1,3,2,7,6,4,5,Experts in ethics and social problems,Within 5-10 years,Moderately comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Slightly comfortable,Moderately comfortable,Slightly comfortable,Neither comfortable nor uncomfortable,"A safer road, less risk.",Computer malfunction.,Within the past week,Daily,A few times a year,A few times a year,A few times each month,A few times a year,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"White,Hispanic or Latinx",Some college,2nd Rung,Full-Time,Male,United States,English,White,United States,Yes,United States
5dbdf54d13d4c7320ab224f7,0,10,0,10,20,0,0,Not very confident,Not very confident,Not very confident,Disagree,Disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat disagree,50,50,0,0,,90,10,0,,7,1,2,4,6,3,5,The general public,Within 5-10 years,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Moderately uncomfortable,Extremely uncomfortable,Moderately uncomfortable,no car ownership,malfunctions happen readily,I have never seen anything about autonomous vehicles,A few times per week,Never,Never,A few times per week,A few times a year,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,White,4 year degree,7th Rung,"Not in paid work (e.g. homemaker', 'retired or disabled)",Male,United States,English,White,United States,No,United States
5dbe4c414d98b9351114504a,40000,2,2,1,20,2,2,Not very confident,Not very confident,Not very confident,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,50,50,0,0,,91,9,0,,1,4,7,2,6,3,5,Experts in technology,Within 10-20 years,Extremely uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,less bad drivers,more car accidents,Within the past year,Daily,A few times a year,Less than once a year,A few times a year,A few times a year,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,White,4 year degree,6th Rung,NA,Female,United States,English,White,United States,No,United States
5dc11777a4b6ac097d0d5ca5,40000,10,6,6,20,7,3,Very confident,Very confident,Very confident,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Agree,70,20,10,0,,60,40,0,,1,2,3,4,6,7,5,The general public,Within 5-10 years,Moderately comfortable,Moderately comfortable,Moderately comfortable,Moderately comfortable,Slightly comfortable,Slightly comfortable,Slightly comfortable,Extremely comfortable,reallocation of resources,accidents with humans,Within the past few months,A few times per week,Once a month,A few times a year,A few times a year,A few times a year,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,White,Professional degree,4th Rung,Part-Time,Female,United States,English,White,United States,Yes,United States
5dc1a56a648927000be0fca7,30345,18,9,12,20,7,12,Somewhat confident,Somewhat confident,Somewhat confident,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,29,35,9,27,,77,23,0,,3,1,2,7,4,6,5,The general public,Within 5-10 years,Moderately uncomfortable,Moderately uncomfortable,Moderately uncomfortable,Neither comfortable nor uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Slightly uncomfortable,Neither comfortable nor uncomfortable,a reduction accidents,someone hacking software,Within the past few months,Once a month,Less than once a year,A few times per week,A few times per week,A few times a year,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Black or African American,2 year degree,6th Rung,Full-Time,Female,United States,English,Black,United States,No,United States
